device_id,timestamp,sensor_type,reading_value,unit,location
SENSOR_045,2026-08-01T06:01:00,battery,91.98,%batt,warehouse_a
SENSOR_007,2026-08-01T06:02:00,battery,24.33,%batt,warehouse_c
SENSOR_034,2026-08-01T06:03:00,battery,7.86,%batt,warehouse_b
SENSOR_015,2026-08-01T06:04:00,pressure,983.31,hPa,warehouse_a
SENSOR_033,2026-08-01T06:05:00,temperature,24.83,C,warehouse_c
SENSOR_050,2026-08-01T06:05:00,humidity,34.94,%,warehouse_c
SENSOR_016,2026-08-01T06:07:00,humidity,10.28,%,warehouse_b
SENSOR_012,2026-08-01T06:08:00,humidity,60.24,%,warehouse_c
SENSOR_012,2026-08-01T06:09:00,temperature,42.32,C,warehouse_c
SENSOR_030,2026-08-01T06:10:00,battery,75.44,%batt,warehouse_c
SENSOR_044,2026-08-01T06:11:00,battery,92.42,%batt,warehouse_c
SENSOR_041,2026-08-01T06:12:00,pressure,,hPa,warehouse_b
SENSOR_031,2026-08-01T06:13:00,temperature,14.32,C,warehouse_b
SENSOR_038,2026-08-01T06:14:00,pressure,955.62,hPa,warehouse_c
SENSOR_020,2026-08-01T06:15:00,temperature,15.4,C,warehouse_a
SENSOR_024,2026-08-01T06:16:00,temperature,35.74,C,warehouse_a
SENSOR_040,2026-08-01T06:17:00,temperature,22.67,C,warehouse_b
SENSOR_038,2026-08-01T06:18:00,battery,55.43,%batt,warehouse_c
SENSOR_029,2026-08-01T06:19:00,temperature,40.0,C,warehouse_c
SENSOR_021,2026-08-01T06:20:00,humidity,60.5,%,warehouse_c
SENSOR_004,2026-08-01T06:21:00,humidity,45.05,%,warehouse_b
SENSOR_033,2026-08-01T06:22:00,temperature,25.54,C,warehouse_a
SENSOR_046,2026-08-01T06:23:00,humidity,43.78,%,warehouse_b
SENSOR_024,2026-08-01T06:24:00,humidity,37.29,%,warehouse_b
SENSOR_027,2026-08-01T06:25:00,battery,77.45,%batt,warehouse_c
SENSOR_041,2026-08-01T06:26:00,temperature,ERROR,C,warehouse_a
SENSOR_007,2026-08-01T06:27:00,pressure,1005.8,hPa,warehouse_b
SENSOR_017,2026-08-01T06:28:00,pressure,1022.37,hPa,warehouse_c
SENSOR_022,2026-08-01T06:29:00,humidity,8.15,%,warehouse_c
SENSOR_023,2026-08-01T06:30:00,humidity,31.02,%,warehouse_c
SENSOR_009,2026-08-01T06:31:00,battery,,%batt,warehouse_a
SENSOR_036,2026-08-01T06:32:00,pressure,987.67,hPa,warehouse_b
SENSOR_043,2026-08-01T06:33:00,humidity,70.28,%,warehouse_c
SENSOR_042,2026-08-01T06:34:00,temperature,26.88,C,warehouse_c
SENSOR_002,2026-08-01T06:35:00,pressure,986.26,hPa,warehouse_a
SENSOR_022,2026-08-01T06:36:00,humidity,94.77,%,warehouse_b
SENSOR_015,2026-08-01T06:37:00,humidity,100.0,%,warehouse_a
SENSOR_019,2026-08-01T06:38:00,temperature,36.44,C,warehouse_a
SENSOR_043,2026-08-01T06:39:00,temperature,8.52,C,warehouse_c
SENSOR_039,2026-08-01T06:40:00,humidity,37.67,%,warehouse_a
SENSOR_045,2026-08-01T06:41:00,humidity,77.11,%,warehouse_a
SENSOR_003,2026-08-01T06:42:00,battery,41.09,%batt,warehouse_c
SENSOR_029,2026-08-01T06:43:00,humidity,61.06,%,warehouse_c
SENSOR_015,2026-08-01T06:44:00,battery,53.4,%batt,warehouse_b
SENSOR_013,2026-08-01T06:45:00,battery,36.78,%batt,warehouse_c
SENSOR_030,2026-08-01T06:46:00,battery,76.94,%batt,warehouse_b
SENSOR_011,2026-08-01T06:47:00,battery,81.69,%batt,warehouse_c
SENSOR_017,2026-08-01T06:48:00,humidity,5.22,%,warehouse_b
SENSOR_036,2026-08-01T06:49:00,pressure,1043.43,hPa,warehouse_c
SENSOR_019,2026-08-01T06:50:00,temperature,-5.39,C,warehouse_a
SENSOR_029,2026-08-01T06:51:00,pressure,1040.53,hPa,warehouse_a
SENSOR_006,2026-08-01T06:51:00,battery,94.64,%batt,warehouse_a
SENSOR_023,2026-08-01T06:53:00,battery,93.05,%batt,warehouse_b
SENSOR_026,2026-08-01T06:54:00,temperature,17.61,C,warehouse_a
SENSOR_006,2026-08-01T06:55:00,battery,37.49,%batt,warehouse_a
SENSOR_007,2026-08-01T06:56:00,pressure,1033.92,hPa,warehouse_c
SENSOR_010,2026-08-01T06:57:00,pressure,963.76,hPa,warehouse_b
SENSOR_045,2026-08-01T06:58:00,battery,83.11,%batt,warehouse_c
SENSOR_029,2026-08-01T06:59:00,battery,61.53,%batt,warehouse_a
SENSOR_017,2026-08-01T07:00:00,temperature,1.86,C,warehouse_a
SENSOR_008,2026-08-01T07:01:00,battery,77.62,%batt,warehouse_a
SENSOR_008,2026-08-01T07:02:00,pressure,954.77,hPa,warehouse_b
SENSOR_005,2026-08-01T07:03:00,battery,11.09,%batt,warehouse_b
SENSOR_041,2026-08-01T07:04:00,temperature,18.35,C,warehouse_a
SENSOR_019,2026-08-01T07:05:00,humidity,42.92,%,warehouse_c
SENSOR_016,2026-08-01T07:06:00,pressure,1007.07,hPa,warehouse_a
SENSOR_034,2026-08-01T07:07:00,temperature,43.61,C,warehouse_a
SENSOR_025,2026-08-01T07:08:00,temperature,38.03,C,warehouse_a
SENSOR_024,2026-08-01T07:09:00,battery,25.37,%batt,warehouse_a
SENSOR_005,2026-08-01T07:10:00,pressure,984.48,hPa,warehouse_c
SENSOR_050,2026-08-01T07:11:00,temperature,,C,warehouse_b
SENSOR_003,2026-08-01T07:12:00,humidity,35.23,%,warehouse_b
SENSOR_050,2026-08-01T07:13:00,humidity,,%,warehouse_c
SENSOR_041,2026-08-01T07:14:00,battery,18.23,%batt,warehouse_a
SENSOR_046,2026-08-01T07:15:00,temperature,32.69,C,warehouse_b
SENSOR_019,2026-08-01T07:16:00,temperature,1.09,C,warehouse_a
SENSOR_021,2026-08-01T07:17:00,temperature,41.34,C,warehouse_c
SENSOR_035,2026-08-01T07:18:00,battery,47.34,%batt,warehouse_a
SENSOR_019,2026-08-01T07:19:00,humidity,35.7,%,warehouse_a
SENSOR_018,2026-08-01T07:20:00,pressure,962.45,hPa,warehouse_b
SENSOR_026,2026-08-01T07:21:00,battery,74.33,%batt,warehouse_b
SENSOR_012,2026-08-01T07:22:00,pressure,999.62,hPa,warehouse_b
SENSOR_034,2026-08-01T07:23:00,pressure,976.67,hPa,warehouse_a
SENSOR_006,2026-08-01T07:24:00,battery,43.06,%batt,warehouse_a
SENSOR_021,2026-08-01T07:25:00,pressure,960.26,hPa,warehouse_b
SENSOR_020,2026-08-01T07:26:00,pressure,994.59,hPa,warehouse_c
SENSOR_011,2026-08-01T07:27:00,battery,68.98,%batt,warehouse_b
SENSOR_003,2026-08-01T07:28:00,battery,72.68,%batt,warehouse_b
SENSOR_018,2026-08-01T07:29:00,battery,63.95,%batt,warehouse_a
SENSOR_043,2026-08-01T07:30:00,temperature,25.06,C,warehouse_b
,2026-08-01T07:31:00,humidity,,%,warehouse_c
SENSOR_003,2026-08-01T07:32:00,battery,12.62,%batt,warehouse_a
SENSOR_024,2026-08-01T07:33:00,pressure,988.29,hPa,warehouse_c
SENSOR_039,2026-08-01T07:34:00,temperature,-1.56,C,warehouse_b
SENSOR_024,2026-08-01T07:35:00,pressure,994.39,hPa,warehouse_a
SENSOR_034,2026-08-01T07:36:00,humidity,36.69,%,warehouse_b
SENSOR_016,2026-08-01T07:37:00,pressure,1046.05,hPa,warehouse_a
SENSOR_032,2026-08-01T07:37:00,humidity,51.77,%,warehouse_c
SENSOR_017,2026-08-01T07:39:00,temperature,32.62,C,warehouse_c
SENSOR_014,2026-08-01T07:40:00,battery,99.64,%batt,warehouse_b
SENSOR_013,2026-08-01T07:41:00,battery,12.26,%batt,warehouse_a
SENSOR_012,2026-08-01T07:42:00,battery,89.87,%batt,warehouse_b
SENSOR_044,2026-08-01T07:43:00,temperature,43.22,C,warehouse_b
SENSOR_046,2026-08-01T07:44:00,pressure,956.49,hPa,warehouse_c
SENSOR_020,2026-08-01T07:45:00,pressure,1035.14,hPa,warehouse_c
SENSOR_024,2026-08-01T07:46:00,humidity,50.88,%,warehouse_a
SENSOR_009,2026-08-01T07:47:00,humidity,23.67,%,warehouse_b
SENSOR_024,2026-08-01T07:48:00,temperature,20.47,C,warehouse_b
SENSOR_036,2026-08-01T07:49:00,battery,12.98,%batt,warehouse_a
SENSOR_020,2026-08-01T07:50:00,temperature,11.9,C,warehouse_c
SENSOR_034,2026-08-01T07:51:00,battery,41.08,%batt,warehouse_b
SENSOR_009,2026-08-01T07:52:00,temperature,43.48,C,warehouse_c
SENSOR_029,2026-08-01T07:53:00,temperature,15.62,C,warehouse_c
SENSOR_009,2026-08-01T07:54:00,pressure,1037.8,hPa,warehouse_c
SENSOR_050,2026-08-01T07:55:00,humidity,96.63,%,warehouse_b
SENSOR_008,2026-08-01T07:56:00,temperature,18.5,C,warehouse_b
SENSOR_011,2026-08-01T07:57:00,humidity,32.27,%,warehouse_c
SENSOR_023,2026-08-01T07:58:00,humidity,94.75,%,warehouse_c
SENSOR_006,2026-08-01T07:59:00,pressure,975.06,hPa,warehouse_c
SENSOR_009,2026-08-01T08:00:00,pressure,1012.5,hPa,warehouse_c
SENSOR_033,2026-08-01T08:01:00,temperature,25.25,C,warehouse_c
SENSOR_011,2026-08-01T08:02:00,humidity,65.87,%,warehouse_c
,2026-08-01T08:03:00,pressure,954.12,hPa,warehouse_a
SENSOR_003,2026-08-01T08:04:00,temperature,42.17,C,warehouse_c
SENSOR_042,2026-08-01T08:05:00,pressure,971.08,hPa,warehouse_c
SENSOR_040,2026-08-01T08:06:00,battery,63.9,%batt,warehouse_b
SENSOR_042,2026-08-01T08:07:00,pressure,1045.67,hPa,warehouse_b
SENSOR_044,2026-08-01T08:08:00,humidity,40.61,%,warehouse_b
SENSOR_045,2026-08-01T08:09:00,temperature,-6.7,C,warehouse_b
SENSOR_031,2026-08-01T08:10:00,battery,46.44,%batt,warehouse_b
SENSOR_021,2026-08-01T08:11:00,humidity,86.15,%,warehouse_b
SENSOR_026,2026-08-01T08:12:00,pressure,963.08,hPa,warehouse_b
SENSOR_021,2026-08-01T08:13:00,temperature,3.3,C,warehouse_a
,2026-08-01T08:14:00,pressure,974.79,hPa,warehouse_a
SENSOR_019,2026-08-01T08:15:00,temperature,42.0,C,warehouse_c
SENSOR_016,2026-08-01T08:16:00,battery,96.27,%batt,warehouse_a
SENSOR_037,2026-08-01T08:17:00,pressure,1022.11,hPa,warehouse_a
SENSOR_032,2026-08-01T08:18:00,humidity,99.6,%,warehouse_b
SENSOR_020,2026-08-01T08:19:00,battery,49.74,%batt,warehouse_a
